Batch,RELEASE,Humidite_finale,Temps_de_granulation,Temps_de_mouillage,Temps_de_melange,Temps_de_sechage,Temperature_enceinte_GRANULATION,Temperature_enceinte_MELANGE,Temperature_enceinte_MOUILLAGE,Temperature_entree_REFROIDISSEMENT,Temperature_entree_SECHAGE,Temperature_sortie_REFROIDISSEMENT,Temperature_sortie_SECHAGE,Debit_air_REFROIDISSEMENT,Debit_air_SECHAGE,Puissance_GRANULATION,Puissance_MELANGE,Puissance_MOUILLAGE,Epaisseur,Pelliculage,Puissance_granulation_max,Puissance_melange_max,Puissance_mouillage_max,duree_pelliculage
7A034,39.0,2.51,0.000964506172839506,0.000316358024691358,0.0014236111111111099,0.0548148148148148,5.71,10.913333333333302,8.54666666666667,30.56,57.6233333333333,39.0933333333333,27.5966666666667,4486.043333333329,5045.886666666671,4.41333333333333,5.10666666666667,2.2933333333333303,6.0465,8596.0,6.606666667000001,7.986666667000001,5.236666667,8640.0
7A035,41.0,1.61,0.00122878086419753,0.0003125,0.0014236111111111099,0.0526118827160494,5.96,10.6633333333333,9.09333333333333,30.466666666666697,58.11,39.25,28.05,4976.47333333333,4812.02333333333,4.34833333333333,5.12,2.36,6.06633333333333,8589.0,6.148333332999999,7.963333333,5.28,8580.0
7A036,42.5,1.88,0.00119405864197531,0.00033179012345679,0.00142746913580247,0.0515007716049383,6.805,11.786666666666699,10.2433333333333,30.5233333333333,57.5,38.7633333333333,28.003333333333302,5039.40666666667,5239.25,4.33833333333333,5.12333333333333,2.21,6.051,6325.0,6.361666667000001,8.086666667000001,5.34,6300.0
7A037,37.0,1.75,0.0009625771604938269,0.00030864197530864197,0.00142746913580247,0.0510763888888889,5.71333333333333,9.83666666666667,7.71333333333333,31.22,58.1433333333333,39.59666666666671,27.926666666666698,4932.23,4934.2,4.48833333333333,5.323333333333331,2.37,6.0845,7332.0,6.726666667000001,8.806666667,5.543333333,7320.000000000001
7A038,44.6666666666667,1.74,0.000987654320987654,0.0003125,0.0014236111111111099,0.0549151234567901,5.3283333333333305,10.1066666666667,7.54,31.22,57.7933333333333,39.316666666666706,27.79,4443.953333333329,4636.02,4.45,5.22,2.3266666666666698,6.07516666666667,7636.0,6.5933333329999995,8.476666667,5.353333333,7620.000000000001
7A039,42.1666666666667,1.94,0.00102237654320988,0.000316358024691358,0.0014236111111111099,0.0535648148148148,6.04833333333333,11.4733333333333,9.87,31.05,58.145,39.325,28.16,4479.545,4703.28,4.45166666666667,4.99,2.26,6.082883333333339,10434.0,6.606666667000001,8.163333332999999,5.133333333,10440.0
7A040,46.6666666666667,1.76,0.000817901234567901,0.000316358024691358,0.00141975308641975,0.0539081790123457,7.86,10.88,9.196666666666669,30.4333333333333,57.976666666666695,38.9466666666667,27.8866666666667,4830.05333333333,4818.02666666667,4.03,5.22,2.37333333333333,6.101,7584.0,6.99,7.52,5.393333332999999,7620.000000000001
7A041,42.8333333333333,1.56,0.0011892361111111099,0.00032021604938271603,0.00142746913580247,0.0557098765432099,5.9825,10.76,9.3,31.43,58.1033333333333,39.6333333333333,28.1166666666667,4291.373333333329,4689.08,4.1825,5.02333333333333,2.31,6.1014,,6.85,7.39,5.24,7860.000000000001
7A042,45.3333333333333,1.86,0.000846836419753086,0.00033179012345679,0.0014236111111111099,0.0543672839506173,7.195,10.83,8.94333333333333,30.9733333333333,58.15,39.396666666666704,27.7966666666667,4283.66,4562.06333333333,3.995,5.04,2.34666666666667,6.0714,,6.881666667,8.64,5.173333333,7380.000000000001
7A043,43.0,1.98,0.0009421296296296301,0.00033179012345679,0.00141975308641975,0.0586612654320988,7.73,12.316666666666698,11.286666666666699,30.696666666666697,57.686666666666696,39.18,27.4766666666667,4458.413333333329,4446.386666666671,4.236000000000001,5.22666666666667,2.38666666666667,6.1622,7481.0,7.05,9.213333333,5.31,7440.000000000001
7A044,40.6666666666667,1.54,0.000823688271604938,0.000327932098765432,0.00141975308641975,0.0625578703703704,8.00833333333333,12.683333333333302,11.466666666666699,39.0833333333333,57.7,40.46,28.42,5041.006666666671,4424.39,4.06166666666667,5.22,2.2933333333333303,6.108,7535.0,6.746666667,8.846666667000001,5.27,7500.000000000001
7A045,44.8333333333333,1.76,0.00108024691358025,0.00035108024691358,0.00142746913580247,0.0604513888888889,8.9025,13.13,12.445,37.44,58.703333333333305,37.786666666666704,32.66,4442.8,4348.613333333329,4.0725,4.89,2.075,6.0920000000000005,8443.0,6.1975,7.71,5.06,8460.0
7A046,44.8333333333333,1.8,0.00108024691358025,0.000362654320987654,0.00142746913580247,0.0583449074074074,6.98166666666667,12.203333333333301,10.5633333333333,31.253333333333302,57.9266666666667,39.4166666666667,27.43,4612.34333333333,4345.233333333329,4.30333333333333,5.0,2.13,6.1216,6930.0,6.365,8.06,5.183333333,6960.0
7A047,40.8333333333333,1.53,0.00120756172839506,0.00035108024691358,0.0014236111111111099,0.0567168209876543,6.93166666666667,13.153333333333302,11.266666666666698,31.11,58.1766666666667,39.5833333333333,27.61,4743.27666666667,4503.493333333329,4.27666666666667,5.07,2.21,6.1195,,6.09,8.31,5.24,7680.000000000001
7A048,41.6666666666667,1.69,0.00100887345679012,0.000354938271604938,0.00141975308641975,0.0559259259259259,8.85166666666667,13.693333333333301,12.603333333333302,31.2766666666667,58.326666666666696,39.4933333333333,27.99,4413.806666666671,4303.506666666671,4.37333333333333,5.09666666666667,2.31666666666667,6.10571428571429,,6.5316666670000005,7.626666667,5.34,6960.0
7A049,42.8333333333333,2.02,0.000798611111111111,0.000354938271604938,0.00143132716049383,0.0581867283950617,10.1766666666667,14.156666666666698,12.563333333333302,31.4366666666667,57.96,39.6266666666667,27.373333333333303,4336.766666666671,4412.48,3.8183333333333302,5.11,2.18,6.1392,7845.0,6.956666667,8.65,5.32,7800.000000000001
7A050,40.3333333333333,1.72,0.0009760802469135801,0.000327932098765432,0.0014236111111111099,0.0498726851851852,5.59666666666667,8.42666666666667,6.0,30.7825,57.71,39.1575,29.995,4553.7575,4195.845,4.3283333333333305,5.12666666666667,2.29666666666667,6.11,7263.0,6.685,7.853333332999999,5.39,7260.0
7A051,41.3333333333333,1.85,0.00120563271604938,0.00032021604938271603,0.0014236111111111099,0.0534297839506173,9.50333333333333,12.39,11.173333333333302,30.9033333333333,57.87,38.9133333333333,28.056666666666697,4906.25,4820.48666666667,3.955,4.89666666666667,2.11333333333333,6.05633333333333,6907.0,5.428333332999999,7.1566666670000005,5.073333333,6900.0
7A052,43.8333333333333,1.78,0.00103009259259259,0.000316358024691358,0.00141975308641975,0.0580594135802469,9.46333333333333,13.496666666666698,11.463333333333301,31.376666666666697,58.2166666666667,39.3766666666667,28.4033333333333,4253.293333333329,4307.47666666667,4.05666666666667,5.12,2.3066666666666698,6.0718333333333305,5362.0,6.338333333,7.346666667,5.34,5340.0
7A053,40.1666666666667,1.87,0.0009305555555555551,0.000324074074074074,0.00141975308641975,0.0717785493827161,6.598,9.54333333333333,6.926666666666669,30.9533333333333,56.37,39.23,27.44,4378.45,4200.706666666671,3.658,5.04,2.35,6.08966666666667,7325.0,6.827999999999999,7.333333333,5.363333333,7320.000000000001
7A054,47.0,2.2,0.00100887345679012,0.000324074074074074,0.0014236111111111099,0.0594598765432099,5.7566666666666695,9.48666666666667,7.073333333333331,31.2633333333333,58.273333333333305,39.0866666666667,28.2366666666667,4436.663333333329,4254.516666666671,4.1583333333333306,5.03666666666667,2.34666666666667,6.067,6724.0,6.3,7.59,5.2933333330000005,6720.0
7A055,40.0,1.76,0.000929783950617284,0.000324074074074074,0.0014236111111111099,0.0648726851851852,6.43166666666667,8.56333333333333,6.63666666666667,31.1566666666667,57.5933333333333,39.05,28.033333333333303,4708.23,4602.783333333329,4.145,5.10666666666667,2.2866666666666697,6.06283333333333,7033.0,6.668333333,7.986666667000001,5.2933333330000005,7020.0
7A056,44.3333333333333,1.93,0.000771604938271605,0.000316358024691358,0.0014236111111111099,0.06172453703703701,7.4083333333333306,7.36666666666667,5.31333333333333,31.103333333333303,58.0133333333333,38.95,28.1566666666667,4252.7533333333295,4064.4766666666706,3.2983333333333302,5.03,2.33666666666667,6.087428571428571,,6.88,7.45,5.25,6660.0
7A057,44.3333333333333,1.9,0.00103973765432099,0.000324074074074074,0.0014158950617284,0.0597839506172839,6.50833333333333,10.72,8.83,31.31,58.423333333333304,39.21,28.74,4641.56666666667,4314.75,4.08166666666667,5.01666666666667,2.2666666666666697,6.07816666666667,7754.0,6.151666667000001,7.38,5.196666667,7740.000000000001
7A058,46.5,1.88,0.000990740740740741,0.000324074074074074,0.00142746913580247,0.0605671296296296,5.506,8.56,6.2433333333333305,31.05,58.3633333333333,38.8733333333333,28.446666666666697,4692.926666666671,4184.68333333333,3.742,5.01666666666667,2.24,6.0656,7194.0,5.766,7.75,5.15,7200.0
7A059,40.6666666666667,1.92,0.00080054012345679,0.00032021604938271603,0.00143132716049383,0.0672800925925926,7.595,11.213333333333301,9.75333333333333,31.21,57.6466666666667,39.18,28.033333333333303,4337.193333333329,4001.4833333333295,3.6733333333333302,4.97666666666667,2.34,6.0995,6149.0,6.868333333,7.573333333,5.226666667,6120.0
7A060,44.1666666666667,1.9,0.00102546296296296,0.000324074074074074,0.00142746913580247,0.0618865740740741,6.692,11.62,8.93,31.16,58.39,39.2333333333333,28.5133333333333,4211.06333333333,4496.266666666671,3.9960000000000004,5.01333333333333,2.26,6.059,8069.0,6.528,7.696666667000001,5.263333333,8100.000000000001
7A061,44.1666666666667,1.87,0.0012114197530864199,0.000324074074074074,0.0014236111111111099,0.0628009259259259,6.98666666666667,11.5,10.1933333333333,31.6566666666667,57.6,39.4133333333333,28.823333333333302,4332.626666666671,5096.88333333333,3.8266666666666698,5.00333333333333,2.2133333333333303,6.06846,,7.51,8.353333333,5.216666667,7380.000000000001
7A062,46.5,2.06,0.00133680555555556,0.000329861111111111,0.0014236111111111099,0.0647993827160494,4.66,8.465,6.71,31.463333333333303,58.3033333333333,39.1633333333333,28.466666666666697,4324.81666666667,4392.18666666667,3.7,5.12,2.215,6.07546666666667,,7.33,8.335,5.3,5880.0
7A063,44.0,2.03,0.00131558641975309,0.000324074074074074,0.0037770061728395104,0.0627623456790123,4.58666666666667,11.046666666666699,7.14333333333333,31.8333333333333,58.38,39.433333333333294,28.3266666666667,4265.82,3825.4466666666704,4.04333333333333,3.95,2.40333333333333,6.06216666666667,4965.0,7.4066666670000005,7.433333332999999,5.466666667,4980.0
7A064,45.8333333333333,2.02,0.000888888888888889,0.000324074074074074,0.00143132716049383,0.0542052469135802,9.096,11.923333333333302,9.55,31.2633333333333,58.74,39.1566666666667,29.213333333333303,4410.89333333333,3941.6166666666704,3.472,5.05333333333333,2.26,6.0544,3193.0,6.9639999999999995,7.96,5.2866666669999995,600.0
7A065,38.0,1.83,0.000803240740740741,0.0003125,0.0014236111111111099,0.0423240740740741,6.63,8.696666666666669,7.00333333333333,30.67,56.346000000000004,39.19,31.432,4358.48,4311.366,3.418,5.28,2.32,6.0612,6647.0,6.572,7.996666667,5.4233333329999995,6660.0
7A066,46.8333333333333,1.98,0.00099537037037037,0.0003125,0.00141975308641975,0.0455555555555556,6.757999999999999,12.26,10.52,31.13,57.7675,39.27,30.6675,4402.98,4233.4175,4.198,5.27,2.3333333333333304,6.122999999999999,7542.0,6.7379999999999995,7.976666667000001,5.436666667000001,7560.000000000001
7A067,40.5,2.39,0.00126157407407407,0.0003125,0.0014158950617284,0.0568557098765432,5.51,11.4733333333333,9.56333333333333,31.4533333333333,58.2333333333333,39.396666666666704,28.5766666666667,4365.55333333333,4348.283333333329,4.08,5.17333333333333,2.45,6.085319999999999,6912.0,7.413333333,8.046666667,5.3833333329999995,6900.0
7A068,39.5,1.98,0.00129243827160494,0.0003125,0.0014236111111111099,0.057758487654321,7.56333333333333,11.21,9.45666666666667,31.54,58.19,39.3,28.6166666666667,4245.873333333329,4316.256666666671,4.01333333333333,5.36333333333333,2.45,6.0786666666666695,6953.0,7.446666667000001,8.486666667,5.626666667,6900.0
7A069,43.6666666666667,1.96,0.0011766975308642,0.000316358024691358,0.0014236111111111099,0.060420524691358,5.95666666666667,12.353333333333302,10.2633333333333,31.646666666666697,58.1366666666667,39.32,28.5466666666667,4231.256666666671,4260.8266666666705,3.98666666666667,5.27333333333333,2.4,6.108142857142861,6529.0,7.533333333,8.026666667,5.516666667000001,6480.0
7A070,42.0,2.02,0.0012345679012345698,0.00030864197530864197,0.0014236111111111099,0.0599498456790123,5.90333333333333,10.3266666666667,9.45,31.356666666666698,58.09,39.2033333333333,28.51,4293.44666666667,4203.39333333333,4.10333333333333,5.28666666666667,2.6,6.0755,6494.0,7.426666667,8.286666667,5.553333332999999,6540.0
7A071,41.1666666666667,2.09,0.00118055555555556,0.000316358024691358,0.00141975308641975,0.0482291666666667,4.48,9.88,7.35333333333333,31.5625,57.7575,39.4825,30.4475,4298.6925,3831.73,4.07,5.2166666666666694,2.4833333333333303,6.072,10467.0,7.446666667000001,8.59,5.473333332999999,10440.0
7A072,42.5,2.08,0.00118055555555556,0.00032021604938271603,0.0014236111111111099,0.059633487654321,4.04,8.97666666666667,6.5066666666666695,31.0933333333333,58.27,39.0833333333333,28.6666666666667,4342.08,4184.716666666671,4.19333333333333,5.39,2.53333333333333,6.07,7568.0,7.513333332999999,9.253333332999999,5.61,7560.000000000001
7A073,43.0,2.33,0.00107060185185185,0.0003125,0.00141975308641975,0.0613271604938272,6.04,7.0333333333333306,5.02,31.3,58.273333333333305,39.25,28.5,4291.363333333329,4013.79,3.7575,5.25333333333333,2.42666666666667,6.0784,8495.0,7.1675,8.803333333,5.38,8460.0
7A074,41.5,2.15,0.00137345679012346,0.0003125,0.0014236111111111099,0.0596103395061728,4.01,7.99666666666667,5.42,30.9733333333333,58.4733333333333,38.956666666666706,28.29,4556.76,4049.4933333333292,4.18333333333333,5.25333333333333,2.4966666666666697,6.10983333333333,7808.0,7.4,8.726666667,5.473333332999999,7800.000000000001
7A075,39.5,2.05,0.00103298611111111,0.000300925925925926,0.00142746913580247,0.0600115740740741,5.305,6.71,5.02666666666667,31.2266666666667,58.2466666666667,38.88,27.9866666666667,4790.703333333329,3985.3566666666707,4.035,5.39333333333333,2.5633333333333304,6.09068333333333,,7.2425,9.06,5.51,7440.000000000001
7A076,41.3333333333333,2.12,0.00126543209876543,0.0003125,0.0014236111111111099,0.0482060185185185,4.20666666666667,8.29333333333333,6.26666666666667,31.255,57.535,38.5975,29.4875,4217.1425,4153.9275,4.20666666666667,5.176666666666669,2.37,6.111000000000001,,7.516666667000001,8.996666667000001,5.263333333,7140.0
7A077,37.5,2.14,0.0008680555555555559,0.000324074074074074,0.0014236111111111099,0.0663078703703704,5.41833333333333,7.37333333333333,5.426666666666669,30.746666666666698,55.0133333333333,39.2,28.0,4538.36666666667,5256.49,4.3283333333333305,5.2166666666666694,2.2866666666666697,6.09483333333333,10032.0,6.986666667000001,8.613333333,5.36,10020.0
7A078,40.1666666666667,1.88,0.00105613425925926,0.000324074074074074,0.00142746913580247,0.0421469907407407,5.8825,9.29333333333333,6.93333333333333,30.93,57.54,39.31,30.595,4384.81,4549.595,3.935,5.17333333333333,2.21,6.09366666666667,7185.0,7.265,8.296666667,5.34,7200.0
7A079,39.5,2.04,0.00107638888888889,0.000324074074074074,0.0014236111111111099,0.0562847222222222,4.68666666666667,10.4766666666667,8.25,31.413333333333302,57.8733333333333,39.396666666666704,28.74,4679.416666666671,4836.01333333333,3.9766666666666697,5.02333333333333,2.32333333333333,6.09833333333333,6982.0,7.443333332999999,7.806666667000001,5.25,7020.0
7A080,42.0,2.62,0.00111496913580247,0.000324074074074074,0.00141975308641975,0.0523533950617284,4.67333333333333,10.3566666666667,7.77333333333333,32.0033333333333,58.2833333333333,39.606666666666705,28.95,4469.86,4696.966666666671,3.97,5.21333333333333,2.4166666666666696,6.0920000000000005,9242.0,7.41,8.753333332999999,5.39,9240.0
7A081,40.5,1.86,0.000925925925925926,0.000327932098765432,0.0014236111111111099,0.0498553240740741,4.25333333333333,9.696666666666669,7.38666666666667,30.8375,56.92,39.18,30.3575,4498.15,4268.785,3.89333333333333,5.2033333333333305,2.39333333333333,6.1126,7397.0,7.446666667000001,9.06,5.353333333,7380.000000000001
7A082,39.8333333333333,1.76,0.0010648148148148099,0.00032021604938271603,0.0014236111111111099,0.0454320987654321,4.73666666666667,9.71333333333333,7.50333333333333,31.11,58.6233333333333,39.09666666666671,29.7,4400.98666666667,4567.63333333333,3.88333333333333,5.17,2.35666666666667,6.1115714285714295,7153.0,7.443333332999999,9.09,5.323333333,7140.0
7A083,43.5,1.74,0.00106095679012346,0.000324074074074074,0.00142746913580247,0.0452777777777778,3.72,6.18333333333333,4.36,32.025,55.92,38.26,28.825,4203.105,4057.7425,4.05666666666667,5.44,2.54666666666667,6.09916666666667,7762.0,7.416666667,8.746666667000001,5.5933333329999995,7800.000000000001
7A084,39.3333333333333,1.9,0.00133101851851852,0.00032021604938271603,0.0014236111111111099,0.0630787037037037,4.22,7.43333333333333,5.55333333333333,30.556666666666697,57.686666666666696,39.0766666666667,28.7066666666667,4543.77333333333,4425.90666666667,3.73,5.22666666666667,2.46,6.099,,7.103333332999999,7.683333332999999,5.513333332999999,7440.000000000001
7A085,41.3333333333333,1.79,0.000895833333333333,0.000316358024691358,0.00142746913580247,0.0570331790123457,6.584,6.26333333333333,4.53,34.69,58.0566666666667,41.3433333333333,28.053333333333303,4128.27333333333,4931.59333333333,3.6060000000000003,5.06666666666667,2.44,6.1042,,7.072,7.45,5.396666667000001,7440.000000000001
7A086,38.0,1.76,0.0009444444444444439,0.000327932098765432,0.0014236111111111099,0.0621450617283951,5.582000000000001,7.12666666666667,4.85333333333333,31.003333333333302,57.673333333333304,39.396666666666704,28.0466666666667,4318.07,4328.77,4.052,5.12,2.4,6.1016,,7.002000000000001,7.63,5.4233333329999995,8220.0
7A087,44.1666666666667,1.96,0.000803240740740741,0.000324074074074074,0.00141975308641975,0.0592013888888889,6.188,7.33,5.073333333333331,31.15,57.9466666666667,39.34,28.04,4286.993333333329,4277.13333333333,3.572,5.176666666666669,2.37333333333333,6.111833333333331,,6.772,7.5766666670000005,5.453333333,7560.000000000001
7A088,37.3333333333333,1.96,0.000900848765432099,0.000316358024691358,0.0014236111111111099,0.0389438657407407,9.89166666666667,13.003333333333302,12.286666666666699,30.81,54.7275,38.5225,29.225,4909.205,4826.6475,4.385,4.93333333333333,2.1933333333333302,6.06586,6915.0,6.86,6.946666667000001,5.173333333,6960.0
7A089,41.0,1.82,0.0010995370370370401,0.000324074074074074,0.0014236111111111099,0.053233024691358,9.8625,13.84,13.3566666666667,30.7,56.243333333333304,39.183333333333294,27.7733333333333,4900.16,5056.55,3.8425,4.9666666666666694,2.24333333333333,6.09566666666667,7206.0,7.035,7.023333332999999,5.256666667,7200.0
7A090,44.6666666666667,1.95,0.00133101851851852,0.000327932098765432,0.0014236111111111099,0.0530246913580247,7.63,12.636666666666699,13.566666666666698,31.24,55.9,39.63,27.643333333333302,4504.123333333329,5138.09333333333,3.89,5.01333333333333,2.29,6.0948,6267.0,7.376666667,7.29,5.306666667,6240.0
7A091,41.3333333333333,1.66,0.0008101851851851849,0.00033179012345679,0.00142746913580247,0.0555131172839506,6.60166666666667,10.0066666666667,9.15333333333333,31.0833333333333,56.726666666666695,39.5533333333333,27.2266666666667,4582.31666666667,4927.533333333329,3.96833333333333,5.13,2.31,6.09516666666667,5905.0,6.965,7.486666667000001,5.4233333329999995,5880.0
7A092,44.1666666666667,1.94,0.00111979166666667,0.000335648148148148,0.00142746913580247,0.0597685185185185,6.9975,11.496666666666698,11.013333333333302,31.143333333333302,56.15,39.1733333333333,27.4733333333333,4692.59333333333,4823.506666666671,4.125,5.01666666666667,2.26,6.0902,7357.0,7.05,7.3833333329999995,5.35,7320.000000000001
7A093,43.3333333333333,2.1,0.00107060185185185,0.00034336419753086404,0.00141975308641975,0.0432262731481481,5.985,9.18666666666667,7.86666666666667,30.9825,53.3575,37.545,27.95,4353.71,4298.445,3.755,5.18666666666667,2.37333333333333,6.09016666666667,5962.0,7.21,7.58,5.503333333,5940.0
7A094,39.3333333333333,2.46,0.00109085648148148,0.00033179012345679,0.00142746913580247,0.0535763888888889,7.5275,11.486666666666698,10.14,30.78,57.273333333333305,39.19,27.6366666666667,4536.27,4872.07,3.89,5.09333333333333,2.2466666666666697,6.0916666666666694,6652.0,7.1275,7.3433333329999995,5.4066666670000005,6660.0
7A095,41.0,2.07,0.00109085648148148,0.000324074074074074,0.00142746913580247,0.0578935185185185,5.4925,9.59666666666667,7.86,30.9033333333333,56.84,39.283333333333296,28.0,4493.466666666671,4790.72333333333,3.7375,5.0466666666666695,2.31,6.0726,,6.9675,7.52,5.363333333,9780.0
7A096,40.0,2.0,0.000790895061728395,0.000324074074074074,0.0014236111111111099,0.0602276234567901,7.676666666666669,9.98666666666667,9.26,30.1,56.5366666666667,38.46,27.22,4920.19666666667,4690.68333333333,3.80833333333333,5.06666666666667,2.28,6.1155,,7.021666667000001,7.503333333,5.303333333,7920.000000000001
7A097,42.5,1.92,0.00080054012345679,0.000335648148148148,0.0014236111111111099,0.0626658950617284,6.63,9.67666666666667,8.34666666666667,31.01,56.8733333333333,39.27,27.3833333333333,4577.22,4658.51,3.71666666666667,4.97333333333333,2.23666666666667,6.09983333333334,,6.976666667000001,7.356666667000001,5.2533333330000005,6660.0
7A098,40.1666666666667,1.94,0.0009212962962962961,0.000324074074074074,0.00142746913580247,0.0510416666666667,7.04,11.046666666666699,9.29333333333333,30.983333333333302,58.4033333333333,39.3133333333333,28.5,4606.596666666671,4796.483333333329,3.878,5.05,2.2866666666666697,6.0856,,7.084,7.523333332999999,5.35,7380.000000000001
7A099,37.6666666666667,2.2,0.00108506944444444,0.000327932098765432,0.00141975308641975,0.0548456790123457,5.725,10.4933333333333,8.25333333333333,31.16,58.0,39.3066666666667,28.193333333333303,4416.0766666666705,4708.693333333329,3.605,5.08666666666667,2.35333333333333,6.09755,7874.0,6.765,7.456666667,5.416666667,7860.000000000001
7A100,36.8333333333333,1.9,0.000875771604938272,0.000324074074074074,0.0014236111111111099,0.0560686728395062,5.55,8.28,5.87,31.35,58.1466666666667,39.29,28.053333333333303,4571.30333333333,4496.663333333329,4.26833333333333,5.11333333333333,2.37666666666667,6.10533333333333,7790.0,6.8266666670000005,7.55,5.426666667,7800.000000000001
7A101,41.8333333333333,2.0,0.0013850308641975301,0.000327932098765432,0.0014236111111111099,0.0555362654320988,4.38666666666667,8.81666666666667,7.71,30.32,58.023333333333305,38.7966666666667,27.5666666666667,5458.83,4627.556666666671,4.13333333333333,5.44666666666667,2.5566666666666698,6.10733333333333,6172.0,7.306666667000001,7.69,5.77,6180.0
7A102,39.6666666666667,1.9,0.00140432098765432,0.000327932098765432,0.0014236111111111099,0.0455671296296296,3.72,8.08333333333333,6.59,30.33,57.6525,38.8175,29.76,4434.35,4110.3025,4.2033333333333305,5.22333333333333,2.52,6.12233333333333,7689.0,7.1733333329999995,7.643333332999999,5.533333333,7680.000000000001
7A103,40.8333333333333,2.02,0.00136574074074074,0.00033179012345679,0.0014236111111111099,0.0548070987654321,8.27333333333333,12.56,11.33,30.266666666666698,58.26,38.8333333333333,28.24,4461.17,4649.73,4.10666666666667,5.30666666666667,2.44,6.107,1493.0,7.283333333,7.51,5.53,1500.0
7A104,40.8333333333333,2.26,0.000835262345679012,0.000347222222222222,0.0014236111111111099,0.0392274305555556,7.60333333333333,14.8033333333333,13.596666666666698,30.2675,57.34,38.8925,30.5625,4616.265,4890.76,5.01166666666667,4.67,2.19,6.070625,,6.571666667000001,6.49,5.01,9240.0
7A105,45.0,2.12,0.00108796296296296,0.000354938271604938,0.00141975308641975,0.0599884259259259,8.3725,12.74,11.2766666666667,30.41,54.57,39.2525,29.48,4881.72,4570.64,3.3975,4.84666666666667,2.1866666666666696,6.07516666666667,,6.8225,6.96,5.216666667,8580.0
7A106,39.3333333333333,2.1,0.000787037037037037,0.000358796296296296,0.00141975308641975,0.0441550925925926,12.033333333333301,15.736666666666698,15.376666666666699,30.592,52.888000000000005,39.268,30.214000000000002,4730.214,4582.91,3.59666666666667,4.926666666666669,2.1933333333333302,6.0687,7655.0,7.035,6.913333333,5.24,7680.000000000001
7A107,44.0,2.08,0.000850694444444445,0.00034336419753086404,0.00142746913580247,0.0523765432098766,9.41333333333333,13.913333333333302,13.076666666666698,30.63,58.22,39.0066666666667,28.52,4901.43666666667,4833.99,4.0066666666666695,4.93333333333333,2.22,6.08866666666667,7713.0,6.853333332999999,7.023333332999999,5.226666667,7680.000000000001
7A108,44.0,1.98,0.00108796296296296,0.000354938271604938,0.00142746913580247,0.0525308641975309,9.58,15.3,14.29,30.6366666666667,58.2933333333333,39.2366666666667,28.7566666666667,4590.113333333329,4723.63,3.665,4.97,2.19666666666667,6.075,7832.0,7.155,7.026666667000001,5.266666667,7800.000000000001
7A109,44.3333333333333,2.34,0.000783179012345679,0.00035108024691358,0.0014236111111111099,0.0536805555555556,12.601666666666699,16.18,15.756666666666698,30.32,57.95,38.9533333333333,28.286666666666697,4810.666666666671,4762.733333333329,3.255,5.00333333333333,2.25,6.0692857142857095,8457.0,6.765,7.106666667000001,5.353333333,8400.0
7A110,39.1666666666667,2.04,0.000898148148148148,0.000347222222222222,0.0014236111111111099,0.0524961419753086,12.09,14.81,14.736666666666698,30.57,58.2133333333333,38.9433333333333,28.59,4670.016666666671,4962.15,3.142,5.08666666666667,2.3133333333333304,6.074625,6810.0,6.718,7.29,5.46,6780.0
7A111,40.8333333333333,2.33,0.000898148148148148,0.00035108024691358,0.0014236111111111099,0.0560416666666667,10.004,14.626666666666699,13.726666666666699,30.87,58.0666666666667,39.39,28.5633333333333,4751.793333333329,4572.983333333329,3.658,5.05333333333333,2.31666666666667,6.087142857142861,7516.0,7.013999999999999,7.183333332999999,5.41,7500.000000000001
7A112,39.3333333333333,1.92,0.00101851851851852,0.000316358024691358,0.00142746913580247,0.0369560185185185,10.5966666666667,15.72,15.11,30.2275,57.615,38.9075,30.7675,4643.745,4926.4925,4.20166666666667,4.87333333333333,2.14666666666667,6.065571428571429,3771.0,6.651666667000001,6.966666667,5.16,3060.0
7A113,40.8333333333333,2.0,0.000854552469135802,0.000324074074074074,0.00142746913580247,0.05082947530864199,12.966666666666699,17.1166666666667,16.99,30.353333333333303,57.99,38.7733333333333,28.44,5032.8266666666705,4806.82,4.26,5.00333333333333,2.2933333333333303,6.07533333333333,6718.0,6.87,6.9,5.373333333,6720.0
7A114,43.5,1.8,0.000829475308641975,0.000324074074074074,0.00141975308641975,0.0513310185185185,10.338333333333301,15.01,13.256666666666698,30.603333333333303,58.13,38.9366666666667,28.5,4754.73,4735.533333333329,4.20166666666667,4.9666666666666694,2.3066666666666698,6.0755,,6.911666667,7.07,5.326666667,
7A115,42.0,2.1,0.0013078703703703698,0.000324074074074074,0.00141975308641975,0.0502893518518518,8.34,15.03,13.87,30.7566666666667,58.1933333333333,39.35,28.95,4587.26333333333,5025.306666666671,3.90666666666667,5.0333333333333306,2.5366666666666697,6.08575,7186.0,7.47,7.166666667,5.41,7200.0
7A116,44.5,2.08,0.000905092592592593,0.00032021604938271603,0.00141975308641975,0.0538368055555556,9.82,13.823333333333302,12.663333333333302,25.96,58.05,34.22,27.61,4768.8,4550.93,3.426,5.176666666666669,2.4966666666666697,6.088571428571429,7806.0,6.822,7.333333333,5.516666667000001,7800.000000000001
7A117,41.5,2.0,0.00127314814814815,0.000324074074074074,0.00141975308641975,0.0525424382716049,6.725,13.335,11.715,30.87,58.11,39.1566666666667,28.8633333333333,5006.19666666667,4954.35333333333,3.91,4.915,2.24,6.08328571428571,7452.0,7.495,6.705,5.15,7440.000000000001
