Batch,RELEASE,Humidite_finale,Temps_de_granulation,Temps_de_mouillage,Temps_de_melange,Temps_de_sechage,Temperature_enceinte_GRANULATION,Temperature_enceinte_MELANGE,Temperature_enceinte_MOUILLAGE,Temperature_entree_REFROIDISSEMENT,Temperature_entree_SECHAGE,Temperature_sortie_REFROIDISSEMENT,Temperature_sortie_SECHAGE,Debit_air_REFROIDISSEMENT,Debit_air_SECHAGE,Puissance_GRANULATION,Puissance_MELANGE,Puissance_MOUILLAGE,Epaisseur,Pelliculage,Puissance_granulation_max,Puissance_melange_max,Puissance_mouillage_max,duree_pelliculage
6A034,40.3333333333333,1.84,0.00121913580246914,0.000327932098765432,0.0014236111111111099,0.0552237654320988,24.325,14.693333333333301,25.17,30.8666666666667,58.08,39.08,27.83,5244.36666666667,4744.93666666667,4.44166666666667,5.05,2.40333333333333,6.09743333333333,7561.0,6.0483333329999995,6.623333333,5.346666667,7560.000000000001
6A035,38.1666666666667,2.17,0.00124228395061728,0.00033179012345679,0.00142746913580247,0.0560223765432099,26.36,15.566666666666698,29.036666666666697,30.45,58.2233333333333,39.15333333333329,28.073333333333302,4356.806666666671,4529.65,4.43,5.09,2.31666666666667,6.11633333333333,6717.0,6.0,6.943333332999999,5.393333332999999,6720.0
6A036,41.1666666666667,1.86,0.0010648148148148099,0.000324074074074074,0.00141975308641975,0.0643942901234568,25.711666666666698,15.153333333333302,28.446666666666697,30.77,56.9466666666667,39.22,27.61,4935.74,4723.796666666671,4.25166666666667,5.35666666666667,2.5233333333333303,6.11633333333333,8032.0,5.86,7.056666667000001,5.6566666670000005,8040.000000000001
6A037,38.0,1.78,0.0010995370370370401,0.000327932098765432,0.00141975308641975,0.0555208333333333,24.7033333333333,14.7233333333333,28.05,30.9766666666667,58.41,39.3366666666667,28.5133333333333,4274.766666666671,4584.283333333329,4.27833333333333,5.33666666666667,2.3,6.1129999999999995,7435.0,5.915,6.95,5.63,
6A038,37.5,1.79,0.00122685185185185,0.000327932098765432,0.0014158950617284,0.0636728395061728,26.9157142857143,15.52,28.1166666666667,30.516666666666698,57.7166666666667,39.03,27.74,4438.9633333333295,4354.903333333329,4.27142857142857,5.12,2.38,6.11766666666667,7465.0,5.722857143,6.766666667000001,5.436666667000001,
6A039,38.0,1.72,0.0012596450617284,0.000347222222222222,0.00143132716049383,0.058900462962962995,24.7733333333333,15.673333333333302,29.3166666666667,30.74,58.1633333333333,39.0633333333333,28.2766666666667,4800.15666666667,4276.506666666671,4.145,5.073333333333331,2.10666666666667,6.100571428571429,7901.0,5.708333333,6.49,5.41,
6A040,39.5,1.64,0.00120177469135802,0.000335648148148148,0.00141975308641975,0.057908950617284,28.445,17.03,31.483333333333302,30.81,58.3066666666667,39.27,27.913333333333302,4412.586666666671,4385.386666666671,4.31333333333333,5.08666666666667,2.19,6.12666666666667,7678.0,5.918333333,6.813333332999999,5.386666667,
6A041,37.3333333333333,1.75,0.00125,0.000324074074074074,0.00141975308641975,0.0638078703703704,25.5633333333333,16.23,29.3266666666667,30.9033333333333,57.423333333333304,39.3066666666667,27.996666666666698,4550.903333333329,4337.953333333329,4.24166666666667,5.22,2.22,6.1129999999999995,9220.0,5.796666667,6.6166666670000005,5.46,
6A042,40.1666666666667,1.86,0.00127893518518519,0.00037037037037037,0.0014236111111111099,0.0588194444444444,27.3483333333333,17.196666666666697,31.9866666666667,31.0466666666667,58.2166666666667,39.15333333333329,28.33,4772.266666666671,4420.1733333333295,4.2833333333333306,5.11333333333333,2.20333333333333,6.13233333333333,,5.785,6.933333332999999,5.426666667,9840.0
6A043,37.0,1.76,0.0011979166666666698,0.000393518518518519,0.0014158950617284,0.0619097222222222,22.79,13.6966666666667,27.07,33.79,57.54,41.07,28.16,4092.2833333333297,4333.77666666667,4.245,5.44333333333333,2.2866666666666697,6.12433333333334,,5.716666667,7.626666667,5.69,7860.000000000001
6A044,40.1666666666667,2.0,0.00140817901234568,0.00032021604938271603,0.00141975308641975,0.0438117283950617,23.496666666666698,16.3166666666667,27.9533333333333,30.6566666666667,58.55,38.996666666666705,29.68,4438.14666666667,4946.19,3.9833333333333303,4.91,2.33,6.1103333333333305,6902.0,5.26,6.78,5.156666667,6900.0
6A045,41.0,1.96,0.00115162037037037,0.000300925925925926,0.0014236111111111099,0.0541203703703704,25.003333333333302,15.55,30.11,30.466666666666697,58.4466666666667,38.8133333333333,28.503333333333302,4545.61,4557.64,3.935,4.93666666666667,2.605,6.1156666666666695,7293.0,4.99,6.903333333,5.08,7320.000000000001
6A046,44.1666666666667,1.86,0.00105324074074074,0.000324074074074074,0.00143904320987654,0.0749151234567901,24.987142857142896,16.6566666666667,28.5633333333333,30.516666666666698,53.8866666666667,38.86,27.64,4916.86,4796.2866666666705,4.081428571428569,5.04,2.37,6.11533333333333,7559.0,5.834285714,6.77,5.32,7560.000000000001
6A047,40.1666666666667,1.8,0.00114969135802469,0.00032021604938271603,0.00142746913580247,0.0572029320987654,24.766666666666698,14.246666666666698,27.803333333333303,30.51,58.2766666666667,38.8366666666667,28.5233333333333,4366.83,4418.61666666667,4.1583333333333306,5.02666666666667,2.3,6.13133333333333,7917.0,5.66,7.09,5.186666667,7920.000000000001
6A048,39.8333333333333,1.83,0.00124338624338624,0.000327932098765432,0.00142746913580247,0.0689853395061728,30.2885714285714,20.106666666666698,33.4066666666667,30.4733333333333,56.3866666666667,38.86,27.9933333333333,4716.043333333329,4372.916666666671,4.13142857142857,4.9,2.3266666666666698,6.1053333333333395,7213.0,5.605714286,6.846666667,5.23,7260.0
6A049,40.5,1.84,0.00111882716049383,0.000324074074074074,0.00141975308641975,0.060216049382716,28.66,16.9166666666667,32.756666666666696,30.803333333333303,58.17,38.8266666666667,28.03,4984.24,4286.5366666666705,4.36166666666667,5.03666666666667,2.23666666666667,6.098,7786.0,6.131666667,6.973333332999999,5.256666667,7800.000000000001
6A050,39.6666666666667,1.8,0.0011786265432098802,0.000324074074074074,0.00141975308641975,0.0592322530864198,24.926666666666698,15.896666666666698,27.2,30.6533333333333,58.35,38.98,28.21,4542.426666666671,4266.22666666667,4.15333333333333,5.05333333333333,2.5825,6.1263333333333305,7469.0,5.575,7.053333332999999,5.085,
6A051,41.6666666666667,1.72,0.0012114197530864199,0.000578703703703704,0.00141975308641975,0.0572106481481482,28.376666666666697,19.106666666666698,33.006666666666696,30.4033333333333,58.0933333333333,38.62,27.946666666666697,4447.0,4376.77,4.14,5.23666666666667,2.2066666666666697,6.12775,7808.0,5.4066666670000005,7.373333333,5.456666667,
6A052,39.5,1.76,0.00127893518518519,0.000324074074074074,0.00143132716049383,0.061929012345679005,28.645,18.0466666666667,32.82,30.95,58.0533333333333,39.42,28.1133333333333,4354.35666666667,4280.0366666666705,4.31166666666667,4.94333333333333,2.29666666666667,6.1076,7871.0,5.8833333329999995,6.853333332999999,5.16,
6A053,41.1666666666667,2.3,0.00111545138888889,0.0003125,0.0014236111111111099,0.0566936728395062,21.96875,13.21,25.5025,31.003333333333302,58.0166666666667,39.043333333333294,29.606666666666698,4823.51,5042.203333333329,4.38,4.81333333333333,2.36,6.17766666666667,7272.0,5.8075,6.55,4.77,
6A054,42.1666666666667,1.98,0.00124305555555556,0.000321180555555556,0.0014236111111111099,0.061983024691358,26.246,17.323333333333302,27.715,30.5966666666667,58.063333333333304,38.98,28.823333333333302,4684.18666666667,4426.163333333329,4.12,4.9666666666666694,2.315,6.1546,7595.0,5.64,6.69,4.785,
6A055,44.0,2.04,0.00106095679012346,0.000306712962962963,0.0014236111111111099,0.0605748456790124,23.1,14.436666666666698,25.08,31.1533333333333,58.3433333333333,39.09666666666671,29.033333333333303,4132.06333333333,4270.18333333333,4.073333333333331,5.02333333333333,2.415,6.11433333333333,7583.0,5.69,6.893333332999999,4.85,
6A056,45.8333333333333,2.08,0.0011786265432098802,0.00031712962962963,0.00141975308641975,0.0598302469135802,26.13,18.573333333333302,30.654,30.04,58.13,38.6733333333333,28.573333333333302,4804.5033333333295,4899.25,4.11666666666667,5.176666666666669,2.8160000000000003,6.10393333333333,7590.0,5.1216666669999995,6.9066666670000005,5.112,
6A057,46.0,1.99,0.00108564814814815,0.000327932098765432,0.00141975308641975,0.0680902777777778,25.73,15.44,28.01,30.466666666666697,57.61,38.8366666666667,27.9233333333333,4451.926666666671,4404.85333333333,4.25,5.2,2.4166666666666696,6.12333333333333,,6.263999999999999,7.286666667,5.506666667,7620.000000000001
6A058,48.3333333333333,1.9,0.00126736111111111,0.000318287037037037,0.0014236111111111099,0.0626273148148148,26.925,16.466666666666697,29.0425,30.51,58.2633333333333,38.7966666666667,28.373333333333303,4142.86,4257.26,4.28833333333333,5.02,3.035,6.122857142857139,,5.426666667,7.1733333329999995,5.515,7620.000000000001
6A059,42.3333333333333,1.92,0.00125771604938272,0.00031481481481481497,0.00141975308641975,0.0597222222222222,25.7266666666667,16.22,29.096,30.6733333333333,58.326666666666696,39.05,28.4333333333333,4565.096666666671,4763.31,4.12666666666667,5.02666666666667,2.728,6.09333333333333,7352.0,5.201666667,6.736666667000001,5.062,7380.000000000001
6A060,44.6666666666667,1.91,0.0012712191358024698,0.000335648148148148,0.00142746913580247,0.0636882716049383,25.501666666666697,15.3033333333333,28.08,30.4,58.15,38.603333333333296,28.413333333333302,4856.76333333333,4031.82,4.11333333333333,5.06666666666667,2.12666666666667,6.095,8092.0,5.783333333,6.9,5.31,8100.000000000001
6A061,40.3333333333333,2.02,0.00123649691358025,0.000341435185185185,0.0014236111111111099,0.0659876543209877,21.645,13.513333333333302,24.265,30.663333333333302,58.2766666666667,38.9166666666667,28.533333333333303,4424.82,3992.24,4.11333333333333,5.10666666666667,2.535,6.12416666666667,7195.0,5.42,6.9066666670000005,5.18,7200.0
6A062,41.3333333333333,1.78,0.00114872685185185,0.000316358024691358,0.00142746913580247,0.0675270061728395,26.31,16.126666666666697,27.8333333333333,30.69,56.56,38.84,27.8133333333333,4945.26,4662.60333333333,4.09875,5.01333333333333,2.3,6.12566666666667,7442.0,5.61875,6.876666667,5.4066666670000005,
6A063,43.5,1.86,0.0009471450617283949,0.000347222222222222,0.00143132716049383,0.0713888888888889,25.0433333333333,16.4933333333333,27.7233333333333,32.0333333333333,57.5533333333333,39.6933333333333,28.0433333333333,4486.706666666671,4051.8333333333294,4.315,5.12333333333333,2.29,6.149,7499.0,6.496666667,7.0933333329999995,5.463333333,
6A064,40.3333333333333,1.8,0.0011381172839506199,0.000327932098765432,0.0014236111111111099,0.0645563271604938,23.75,14.693333333333301,27.196666666666697,30.6733333333333,58.0266666666667,38.9533333333333,28.413333333333302,4433.31666666667,4465.64,4.22666666666667,5.33333333333333,2.42666666666667,6.11133333333333,6314.0,5.823333333,7.433333332999999,5.636666667,
6A065,42.3333333333333,1.8,0.0009471450617283949,0.00033179012345679,0.0014236111111111099,0.0666242283950617,25.4166666666667,15.6166666666667,29.08,31.233333333333302,58.326666666666696,39.06,28.51,4303.31666666667,3902.5666666666707,4.31833333333333,5.14666666666667,2.3333333333333304,6.1252,,6.6566666670000005,7.1566666670000005,5.42,12000.0
6A066,43.0,1.84,0.0011361882716049401,0.000303819444444444,0.0014236111111111099,0.0673418209876543,19.7183333333333,11.416666666666698,23.8225,31.1166666666667,58.2466666666667,39.1,28.57,4301.90666666667,3903.92,4.125,5.31333333333333,2.65,6.10633333333333,,5.525,7.61,5.2925,7680.000000000001
6A067,40.3333333333333,2.31,0.00103732638888889,0.000347222222222222,0.00142746913580247,0.0565740740740741,22.7775,14.163333333333302,25.015,30.4766666666667,56.72,38.9166666666667,28.8166666666667,5021.63,5382.926666666671,4.5025,5.19,2.42,6.081,5381.0,5.55875,7.3666666670000005,4.9575,5340.0
6A068,40.5,1.91,0.0013213734567901199,0.000318287037037037,0.0014236111111111099,0.0420804398148148,23.1516666666667,13.89,26.6475,30.955,56.52,37.6175,28.6175,4254.255,4287.48,4.255,5.23666666666667,2.76,6.11,7425.0,5.381666667,6.683333332999999,5.4375,7440.000000000001
6A069,38.6666666666667,1.88,0.00120701058201058,0.00033179012345679,0.0014236111111111099,0.0522453703703704,23.2214285714286,14.6166666666667,25.5133333333333,30.7733333333333,58.2766666666667,38.996666666666705,28.81,4555.7533333333295,4831.40666666667,4.38428571428571,5.22333333333333,2.43,6.1108,7288.0,5.878571429,6.9,5.523333332999999,7320.000000000001
6A070,38.5,1.93,0.000997299382716049,0.00037037037037037,0.0014236111111111099,0.0565470679012346,23.443333333333303,14.003333333333302,24.996666666666698,30.806666666666697,58.076666666666696,39.04,28.8633333333333,4509.02333333333,4650.846666666671,4.235,5.23333333333333,2.2866666666666697,6.12966666666667,7375.0,6.575,7.38,5.563333332999999,7380.000000000001
6A071,43.6666666666667,1.98,0.00107142857142857,0.00034336419753086404,0.0014236111111111099,0.0550154320987654,22.5214285714286,13.97,26.0633333333333,30.823333333333302,58.2833333333333,38.933333333333294,28.663333333333302,4530.876666666671,4669.38333333333,4.33,5.27333333333333,2.2333333333333303,6.11933333333333,8578.0,6.025714286,7.546666667,5.493333333,8580.0
6A072,44.8333333333333,1.73,0.00119984567901235,0.000399305555555556,0.0014236111111111099,0.0530594135802469,22.356666666666698,13.353333333333302,25.265,31.196666666666697,57.9666666666667,39.19,28.9566666666667,4793.53,4994.59,4.20666666666667,5.23666666666667,2.575,6.13428571428571,7899.0,5.5316666670000005,7.33,5.3925,7920.000000000001
6A073,46.5,1.78,0.0011670524691358,0.000321180555555556,0.00142746913580247,0.0577006172839506,27.09,15.85,29.9175,30.95,58.0433333333333,39.036666666666704,28.1733333333333,4825.4233333333295,4691.333333333329,4.35666666666667,4.98666666666667,2.775,6.122000000000001,7314.0,5.655,6.876666667,5.3525,7320.000000000001
6A074,42.5,1.82,0.0009375,0.000315393518518519,0.00142746913580247,0.0619907407407407,23.1916666666667,13.8833333333333,26.5975,30.64,57.6833333333333,38.9166666666667,28.26,4490.38333333333,4423.23,4.435,5.2433333333333305,3.14,6.111142857142861,6774.0,5.865,7.27,5.9175,6780.0
6A075,45.0,1.78,0.00103395061728395,0.00034336419753086404,0.0014236111111111099,0.0665470679012346,23.7216666666667,14.766666666666698,27.533333333333303,30.6733333333333,57.1633333333333,38.8366666666667,28.4566666666667,4531.73,4425.13333333333,4.00333333333333,5.08666666666667,2.24333333333333,6.120571428571429,7408.0,5.978333332999999,6.666666667,5.44,
